-651.6743755235216;-677.1841872848306;-589.5409034884801;-674.5165062417129;
-550.5573297105512;-542.0629440965669;-500.61018601641615;-683.8326130703108;
-502.15270321727985;-463.76960682100304;-454.5312369260821;-401.36345629691857;
-549.1211624442909;-84.94452069482506;-505.68923350159423;-633.7525600942455;
-369.10996763018363;0;0;0;
0;-530.9102196816634;0;0;
-453.6744492777587;0;-299.0588324707779;0;
0;-678.2039560368364;-545.6018102237327;-577.3344057044617;
0;-352.5734529601825;-252.1028766611298;-299.5444158082443;
-626.7472094712264;0;-392.9209818156509;-518.0650201001481;
0;-471.3725864397378;0;0;
-522.943784190529;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
-5.689679693967206;0;0;0;
-10.115078782031928;0;0;0;
0;-18.487423206107493;0;0;
0;-9.998417000450607;0;0;
-21.5984;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
-32.0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
