-65.46821228383233;0;-64.54238801799245;-52.54179104695315;
-65.42302070155164;0;-53.605064046499585;-60.08887325335691;
-60.419652899472965;0;-61.16843500865441;-60.92201643030251;
-47.174263939467586;0;-46.70628004597734;-47.01896264616279;
0;-70.53187353024683;-72.5852702251857;-72.20694215018518;
0;-62.92688035148499;-57.156160437121066;-63.59407621292196;
0;-65.44499642147548;-68.96592533042588;-63.07725258844246;
0;-56.09215405648008;-47.51539519824999;-59.95752249449657;
-68.50092587777524;-111.13671537986198;-73.96286073943052;0;
-63.77348864732117;-65.0941795136878;-50.16946992601486;0;
-87.0107146877757;-86.82073040428274;-91.90038414479854;0;
-40.53635085666298;-46.293540596791956;-41.9418780912557;0;
-68.4402882279056;-65.68063519422168;0;-66.10616820300577;
-54.936815828121;-54.55814270244568;0;-56.36730526041718;
-48.736731150405866;-60.43213745481259;0;-62.04775251415618;
-38.528190359015184;-43.941112760200305;0;-45.05075219037419;
-28.240409083059166;0;-54.5;-28.29792382996904;
-5.478884500797079;0;-5.750937575975654;-9.407515147805535;
-1.576325958349579;0;-53.00060428945458;0;
-7.788938525816061;0;-2.8278307608400532;-8.510670798589812;
0;-15.97899527847903;-24.81146391062516;-16.111412336584717;
0;-6.447733692446626;-6.037115119637091;-5.0;
0;-10.380152841707195;-9.968127556540566;-9.5;
0;-9.141642274801933;-5.279597532342481;0;
-9.458998783978853;-8.726224757438771;-7.854660674172303;0;
-5.816057535587762;-1.0;-2.736562893801225;0;
-20.848526303785956;-17.67;-17.53530411183567;0;
-4.292469532391322;-5.0;-4.702555954731469;0;
-9.880701108270376;-12.476708315685565;0;-17.478164895611926;
-18.083601886071925;-18.515706921812814;0;-18.368652008964162;
-1.0;0;0;0;
-1.095;-9.468484592079207;0;0;
-19.269528272473487;0;-20.88647918632281;-17.461;
-9.5;0;-6.8178226352087155;-50.0;
-10.119931595185644;0;-9.894767012583607;-12.33352246150811;
-51.71;0;-3.532139777878906;-50.0;
0;-11.728091708096798;-65.00331995676322;-9.600444492676441;
0;-4.89404438587445;-7.35826885768763;-9.561915265614488;
0;-7.208045101377476;-58.40668655037632;-8.795189776210902;
0;-9.37278312911362;-1.0;-8.700399992636775;
-25.921225000000003;-27.813824949410165;-29.179621308108644;0;
-5.14188930146168;-7.894003066818156;-7.179482507826129;0;
-1.0;-10.627359113556407;0;0;
-50.1805;0;0;0;
-9.373526642096165;-1.502100949513062;0;-6.224963081873516;
-50.0;-3.1424620786336113;0;-9.65542340899022;
-11.091383360090608;-9.5;0;-14.022808579683526;
-11.38025332469177;-13.55;0;-16.449030589343657;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;-5.4750000000000005;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
-50.0;0;0;0;
-51.12616001867892;0;0;0;
-51.06159117642161;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;-51.051071818863534;0;0;
-6.78350508883939;-1.9024999999999999;0;0;
0;0;0;0;
-0.5801693848271648;-5.0;0;0;
0;0;0;0;
0;0;0;0;
-5.0;-1.0;0;-50.470676429129746;
0;0;0;0;
-1.0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
-50.0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
