-44.65305819687902;-41.85796033586844;-39.57486897738701;-40.49628243917723;
-47.7795338560454;-20.420446828427423;-42.49138242480002;-44.30622346974098;
-60.75435889247446;-39.54735757032027;-29.49993868294023;-54.740362087821126;
-33.17466184307685;-35.04698804240954;-68.20860120031239;-49.19003840842882;
-37.78660621518769;0;0;0;
0;-92.7009532141517;0;0;
-68.81691355285378;0;-82.19381495166877;-39.11557713845387;
0;-44.291769732237405;-63.42457253878241;-36.77890724990504;
0;-86.83283772429135;-80.99881821884549;-40.7292337779595;
-43.791131651614634;0;-48.52715549204855;-33.75078238946175;
0;-43.1635713019417;0;0;
-75.07608279638993;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
-1.1562554759802282;0;0;0;
-9.99999999764259;0;0;0;
-40.34412107430795;-1.004696422864639;0;0;
0;-10.00018718109467;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;-27.25;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
