-92.64240475337955;0;-91.27259586066612;91.35556674703673;
-98.35873761541689;0;142.14714819641026;-98.99392307372253;
104.22912821612202;0;-106.48818142152146;-106.8602711592579;
-121.94370170807865;0;-70.13352357271008;-121.78129894685631;
0;-103.16103294455885;-102.81520537875117;-2.2695617077440544;
0;-92.6271609031705;3.301823428784332;-92.71604268397463;
0;-112.47453486606443;21.14948866248045;-112.18145588210906;
0;-128.52975045650538;-84.33393423802977;-134.22087085949659;
-108.73053837810055;44.18262698798139;-122.44940790352643;0;
-89.56900873022954;-89.66921892343855;71.14933917591847;0;
34.65356819592613;-118.04401579785684;-118.42072496192394;0;
-72.17718612409782;-121.39717950079238;-121.42301602546092;0;
-79.24606752897544;-80.22080982526755;0;178.29953494432004;
-104.6219120967486;38.38891624459701;0;-105.37377498922633;
28.97501159342787;-105.98526112044172;0;-104.85710948928042;
-62.349507215809346;-141.32975274874917;0;-121.22019848282231;
-68.56499614073506;0;-56.19933460657728;-7.43529139874186;
-18.457143511661634;0;-73.38437675160579;-28.008465936442406;
-42.10260998840787;0;-54.744964131307825;-30.361579887471052;
-124.9057689298556;0;-125.53416426746655;-81.18570955317948;
0;25.20660096037848;-25.393445209732683;-66.11262015577722;
0;-42.99856656837185;76.37362930895175;-64.49833355485224;
0;-18.740097411079695;12.288159486126922;-64.82837608371754;
0;-125.72501356184361;-83.5512936302346;-119.2362291765347;
4.14001190989181;-50.0;-32.87972224283382;0;
-5.851980458830503;-36.09388933500686;-40.19676306306826;0;
121.43161363769809;-61.504202745099555;-26.142572405450775;0;
-85.11560831901687;-130.59029913811912;-91.16764889966426;0;
-83.19738943902318;50.48541847430605;0;-56.2835758752277;
-74.62154236438809;6.609489083998064;0;-50.08220472316088;
-57.81300233566295;-56.82339173888248;0;-5.47793251397454;
-102.26427662712719;-74.0295763152327;0;-83.50162270701277;
20.931194569144154;0;-85.43688246421934;-95.0;
-21.252400902160524;0;-81.69512095434274;-58.317272167558066;
-18.271585839248765;0;15.635041923477175;-50.0;
-100.42859869006206;0;-73.00024303908393;-101.84902883379056;
0;-14.996642653383304;-60.21243750092779;7.948029099579997;
0;-27.286425761122654;-26.54844409377788;1.4800004848268031;
0;-61.71768339118667;-97.16639954621658;-62.312244083816445;
0;-58.014329583184384;-58.557506697753865;-56.76950188448224;
-87.44273134751448;43.76507666481856;-58.39192512599439;0;
-66.03855791870211;-44.882433595942345;25.256445745477713;0;
-50.0;-29.618722220513575;10.631700373305485;0;
-95.0;-85.61070527658207;-91.18790342284188;0;
63.0306931558306;-50.900000000000006;0;-5.677189796244466;
11.523663157154878;-54.19907191260922;0;-14.347397584851054;
-5.4645196632843795;-50.0;0;-10.54442794249045;
-68.03938323009463;-103.82145338293554;0;-84.44694028426318;
-50.0;0;-50.86822143244126;-50.0;
-50.0;0;-3.79518169445841;-50.0;
-113.40457286221722;0;-83.77477175591258;-95.0;
-95.0;0;-50.0;-50.0;
0;-50.0;-50.41515282322436;0;
0;-50.0;0;0;
0;-92.34810962995151;-115.51594534516822;-136.02046466389518;
0;50.0;0;0;
-89.20221034946519;3.49272029786907;-53.93302674633605;0;
-51.348383512601345;-50.0;-50.0;0;
-135.84220288233405;-102.56358889917807;-95.0;0;
-95.0;-101.0063461467785;-111.01194347048026;0;
-39.738602739312746;0;0;0;
-50.0;0;0;0;
-50.0;-49.26615086319525;0;0;
-50.0;-58.16427748044935;0;-52.33076126923972;
