-33.08924273426113;-33.98316027128871;-35.09170368789093;-38.912758333260655;
-39.10499655182443;-33.03010196711454;-39.22446532120783;-39.53757459811443;
-44.96797050784604;-55.71296245265776;-41.7235237301134;-58.29565324157426;
-48.21251278691322;-40.71710117981074;-49.72786116944298;-43.36890557982611;
-38.76290776727467;0;0;0;
0;-51.74592558204336;0;0;
-60.040547749374234;0;-47.13043234338843;-41.99877580811881;
0;-51.285033746097014;-37.879337218067604;-42.84969682798777;
0;-59.04713897378936;-56.1969871193918;-27.04244073019538;
-41.40578112027546;0;-34.183238029767054;-33.51464478630429;
0;-67.28245470120268;-44.470515835903534;0;
-56.101837390288786;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
-1.0005910175217896;0;0;0;
-18.84770550163683;0;0;0;
-1.2925916559844781;-1.000001059829225;0;0;
-34.43463979887652;-9.708858013153076;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
-20.108764541718255;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
0;0;0;0;
